,Year,Month,Day,Station_Name
7171,2023,2,5,TLVE
7172,2023,2,5,TMCI
7173,2023,2,5,TMCO
7174,2023,2,5,TMDW
7175,2023,2,5,TMEM
7176,2023,2,5,TMIA
7177,2023,2,5,TMKE
7178,2023,2,5,TMSP
7179,2023,2,5,TMSY
7180,2023,2,5,TOKC
7181,2023,2,5,TORD
7182,2023,2,5,TPBI
7183,2023,2,5,TPHL
7184,2023,2,5,TPHX
7185,2023,2,5,TPIT
7186,2023,2,5,TRDU
7187,2023,2,5,TSDF
7188,2023,2,5,TSJU
7189,2023,2,5,TSLC
7190,2023,2,5,TSTL
7191,2023,2,5,TTPA
7192,2023,2,5,TTUL
7193,2023,2,6,DOP1
7194,2023,2,6,KABR
7195,2023,2,6,KABX
7196,2023,2,6,KAKQ
7197,2023,2,6,KAMA
7198,2023,2,6,KAMX
7199,2023,2,6,KAPX
7200,2023,2,6,KARX
7201,2023,2,6,KATX
7202,2023,2,6,KBBX
7203,2023,2,6,KBGM
7204,2023,2,6,KBHX
7205,2023,2,6,KBIS
7206,2023,2,6,KBLX
7207,2023,2,6,KBMX
7208,2023,2,6,KBOX
7209,2023,2,6,KBRO
7210,2023,2,6,KBUF
7211,2023,2,6,KBYX
7212,2023,2,6,KCAE
7213,2023,2,6,KCBW
7214,2023,2,6,KCBX
7215,2023,2,6,KCCX
7216,2023,2,6,KCLE
7217,2023,2,6,KCLX
7218,2023,2,6,KCRP
7219,2023,2,6,KCXX
7220,2023,2,6,KCYS
7221,2023,2,6,KDAX
7222,2023,2,6,KDDC
7223,2023,2,6,KDFX
7224,2023,2,6,KDGX
7225,2023,2,6,KDIX
7226,2023,2,6,KDLH
7227,2023,2,6,KDMX
7228,2023,2,6,KDOX
7229,2023,2,6,KDTX
7230,2023,2,6,KDVN
7231,2023,2,6,KDYX
7232,2023,2,6,KEAX
7233,2023,2,6,KEMX
7234,2023,2,6,KENX
7235,2023,2,6,KEOX
7236,2023,2,6,KEPZ
7237,2023,2,6,KESX
7238,2023,2,6,KEVX
7239,2023,2,6,KEWX
7240,2023,2,6,KEYX
7241,2023,2,6,KFCX
7242,2023,2,6,KFDR
7243,2023,2,6,KFDX
7244,2023,2,6,KFFC
7245,2023,2,6,KFSD
7246,2023,2,6,KFSX
7247,2023,2,6,KFTG
7248,2023,2,6,KFWS
7249,2023,2,6,KGGW
7250,2023,2,6,KGJX
7251,2023,2,6,KGLD
7252,2023,2,6,KGRB
7253,2023,2,6,KGRK
7254,2023,2,6,KGRR
7255,2023,2,6,KGSP
7256,2023,2,6,KGWX
7257,2023,2,6,KGYX
7258,2023,2,6,KHDX
7259,2023,2,6,KHGX
7260,2023,2,6,KHNX
7261,2023,2,6,KHPX
7262,2023,2,6,KHTX
7263,2023,2,6,KICT
7264,2023,2,6,KICX
7265,2023,2,6,KILN
7266,2023,2,6,KILX
7267,2023,2,6,KIND
7268,2023,2,6,KINX
7269,2023,2,6,KIWA
7270,2023,2,6,KIWX
7271,2023,2,6,KJAX
7272,2023,2,6,KJKL
7273,2023,2,6,KLBB
7274,2023,2,6,KLCH
7275,2023,2,6,KLGX
7276,2023,2,6,KLIX
7277,2023,2,6,KLNX
7278,2023,2,6,KLOT
7279,2023,2,6,KLRX
7280,2023,2,6,KLSX
7281,2023,2,6,KLTX
7282,2023,2,6,KLVX
7283,2023,2,6,KLWX
7284,2023,2,6,KLZK
7285,2023,2,6,KMAF
7286,2023,2,6,KMAX
7287,2023,2,6,KMBX
7288,2023,2,6,KMHX
7289,2023,2,6,KMKX
7290,2023,2,6,KMLB
7291,2023,2,6,KMOB
7292,2023,2,6,KMPX
7293,2023,2,6,KMQT
7294,2023,2,6,KMRX
7295,2023,2,6,KMSX
7296,2023,2,6,KMTX
7297,2023,2,6,KMUX
7298,2023,2,6,KMVX
7299,2023,2,6,KMXX
7300,2023,2,6,KNKX
7301,2023,2,6,KNQA
7302,2023,2,6,KOAX
7303,2023,2,6,KOHX
7304,2023,2,6,KOKX
7305,2023,2,6,KOTX
7306,2023,2,6,KPAH
7307,2023,2,6,KPBZ
7308,2023,2,6,KPDT
7309,2023,2,6,KPOE
7310,2023,2,6,KPUX
7311,2023,2,6,KRAX
7312,2023,2,6,KRGX
7313,2023,2,6,KRIW
7314,2023,2,6,KRLX
7315,2023,2,6,KRTX
7316,2023,2,6,KSFX
7317,2023,2,6,KSGF
7318,2023,2,6,KSHV
7319,2023,2,6,KSJT
7320,2023,2,6,KSOX
7321,2023,2,6,KSRX
7322,2023,2,6,KTBW
7323,2023,2,6,KTFX
7324,2023,2,6,KTLH
7325,2023,2,6,KTLX
7326,2023,2,6,KTWX
7327,2023,2,6,KTYX
7328,2023,2,6,KUDX
7329,2023,2,6,KUEX
7330,2023,2,6,KVAX
7331,2023,2,6,KVBX
7332,2023,2,6,KVNX
7333,2023,2,6,KVTX
7334,2023,2,6,KVWX
7335,2023,2,6,KYUX
7336,2023,2,6,NOP4
7337,2023,2,6,PABC
7338,2023,2,6,PACG
7339,2023,2,6,PAEC
7340,2023,2,6,PAHG
7341,2023,2,6,PAIH
7342,2023,2,6,PAPD
7343,2023,2,6,PGUA
7344,2023,2,6,PHKI
7345,2023,2,6,PHKM
7346,2023,2,6,PHMO
7347,2023,2,6,PHWA
7348,2023,2,6,RKJK
7349,2023,2,6,RODN
7350,2023,2,6,TADW
7351,2023,2,6,TATL
7352,2023,2,6,TBNA
7353,2023,2,6,TBOS
7354,2023,2,6,TBWI
7355,2023,2,6,TCLT
7356,2023,2,6,TCMH
7357,2023,2,6,TCVG
7358,2023,2,6,TDAL
7359,2023,2,6,TDAY
7360,2023,2,6,TDCA
7361,2023,2,6,TDEN
7362,2023,2,6,TDFW
7363,2023,2,6,TDTW
7364,2023,2,6,TEWR
7365,2023,2,6,TFLL
7366,2023,2,6,THOU
7367,2023,2,6,TIAD
7368,2023,2,6,TIAH
7369,2023,2,6,TICH
7370,2023,2,6,TIDS
7371,2023,2,6,TJFK
7372,2023,2,6,TJUA
7373,2023,2,6,TLAS
7374,2023,2,6,TLVE
7375,2023,2,6,TMCI
7376,2023,2,6,TMCO
7377,2023,2,6,TMDW
7378,2023,2,6,TMEM
7379,2023,2,6,TMIA
7380,2023,2,6,TMKE
7381,2023,2,6,TMSP
7382,2023,2,6,TMSY
7383,2023,2,6,TOKC
7384,2023,2,6,TORD
7385,2023,2,6,TPBI
7386,2023,2,6,TPHL
7387,2023,2,6,TPHX
7388,2023,2,6,TPIT
7389,2023,2,6,TRDU
7390,2023,2,6,TSDF
7391,2023,2,6,TSJU
7392,2023,2,6,TSLC
7393,2023,2,6,TSTL
7394,2023,2,6,TTPA
7395,2023,2,6,TTUL
7396,2023,2,7,KABR
7397,2023,2,7,KABX
7398,2023,2,7,KAKQ
7399,2023,2,7,KAMA
7400,2023,2,7,KAMX
7401,2023,2,7,KAPX
7402,2023,2,7,KARX
7403,2023,2,7,KATX
7404,2023,2,7,KBBX
7405,2023,2,7,KBGM
7406,2023,2,7,KBHX
7407,2023,2,7,KBIS
7408,2023,2,7,KBLX
7409,2023,2,7,KBMX
7410,2023,2,7,KBOX
7411,2023,2,7,KBRO
7412,2023,2,7,KBUF
7413,2023,2,7,KBYX
7414,2023,2,7,KCAE
7415,2023,2,7,KCBW
7416,2023,2,7,KCBX
7417,2023,2,7,KCCX
7418,2023,2,7,KCLE
7419,2023,2,7,KCLX
7420,2023,2,7,KCRP
7421,2023,2,7,KCXX
7422,2023,2,7,KCYS
7423,2023,2,7,KDAX
7424,2023,2,7,KDDC
7425,2023,2,7,KDFX
7426,2023,2,7,KDGX
7427,2023,2,7,KDIX
7428,2023,2,7,KDLH
7429,2023,2,7,KDMX
7430,2023,2,7,KDOX
7431,2023,2,7,KDTX
7432,2023,2,7,KDVN
7433,2023,2,7,KDYX
7434,2023,2,7,KEAX
7435,2023,2,7,KEMX
7436,2023,2,7,KENX
7437,2023,2,7,KEOX
7438,2023,2,7,KEPZ
7439,2023,2,7,KESX
7440,2023,2,7,KEVX
7441,2023,2,7,KEWX
7442,2023,2,7,KEYX
7443,2023,2,7,KFCX
7444,2023,2,7,KFDR
7445,2023,2,7,KFDX
7446,2023,2,7,KFFC
7447,2023,2,7,KFSD
7448,2023,2,7,KFSX
7449,2023,2,7,KFTG
7450,2023,2,7,KFWS
7451,2023,2,7,KGGW
7452,2023,2,7,KGJX
7453,2023,2,7,KGLD
7454,2023,2,7,KGRK
7455,2023,2,7,KGRR
7456,2023,2,7,KGSP
7457,2023,2,7,KGWX
7458,2023,2,7,KGYX
7459,2023,2,7,KHDX
7460,2023,2,7,KHGX
7461,2023,2,7,KHNX
7462,2023,2,7,KHPX
7463,2023,2,7,KHTX
7464,2023,2,7,KICT
7465,2023,2,7,KICX
7466,2023,2,7,KILN
7467,2023,2,7,KILX
7468,2023,2,7,KIND
7469,2023,2,7,KINX
7470,2023,2,7,KIWA
7471,2023,2,7,KIWX
7472,2023,2,7,KJAX
7473,2023,2,7,KJKL
7474,2023,2,7,KLBB
7475,2023,2,7,KLCH
7476,2023,2,7,KLGX
7477,2023,2,7,KLIX
7478,2023,2,7,KLNX
7479,2023,2,7,KLOT
7480,2023,2,7,KLRX
7481,2023,2,7,KLSX
7482,2023,2,7,KLTX
7483,2023,2,7,KLVX
7484,2023,2,7,KLWX
7485,2023,2,7,KLZK
7486,2023,2,7,KMAF
7487,2023,2,7,KMAX
7488,2023,2,7,KMBX
7489,2023,2,7,KMHX
7490,2023,2,7,KMKX
7491,2023,2,7,KMLB
7492,2023,2,7,KMOB
7493,2023,2,7,KMPX
7494,2023,2,7,KMQT
7495,2023,2,7,KMRX
7496,2023,2,7,KMSX
7497,2023,2,7,KMTX
7498,2023,2,7,KMUX
7499,2023,2,7,KMVX
7500,2023,2,7,KMXX
7501,2023,2,7,KNKX
7502,2023,2,7,KNQA
7503,2023,2,7,KOAX
7504,2023,2,7,KOHX
7505,2023,2,7,KOKX
7506,2023,2,7,KOTX
7507,2023,2,7,KPAH
7508,2023,2,7,KPBZ
7509,2023,2,7,KPDT
7510,2023,2,7,KPOE
7511,2023,2,7,KPUX
7512,2023,2,7,KRAX
7513,2023,2,7,KRGX
7514,2023,2,7,KRIW
7515,2023,2,7,KRLX
7516,2023,2,7,KRTX
7517,2023,2,7,KSFX
7518,2023,2,7,KSGF
7519,2023,2,7,KSHV
7520,2023,2,7,KSJT
7521,2023,2,7,KSOX
7522,2023,2,7,KSRX
7523,2023,2,7,KTBW
7524,2023,2,7,KTFX
7525,2023,2,7,KTLH
7526,2023,2,7,KTLX
7527,2023,2,7,KTWX
7528,2023,2,7,KTYX
7529,2023,2,7,KUDX
7530,2023,2,7,KUEX
7531,2023,2,7,KVAX
7532,2023,2,7,KVBX
7533,2023,2,7,KVNX
7534,2023,2,7,KVTX
7535,2023,2,7,KVWX
7536,2023,2,7,KYUX
7537,2023,2,7,NOP4
7538,2023,2,7,PABC
7539,2023,2,7,PACG
7540,2023,2,7,PAEC
7541,2023,2,7,PAHG
7542,2023,2,7,PAIH
7543,2023,2,7,PAKC
7544,2023,2,7,PAPD
7545,2023,2,7,PGUA
7546,2023,2,7,PHKI
7547,2023,2,7,PHKM
7548,2023,2,7,PHMO
7549,2023,2,7,PHWA
7550,2023,2,7,RKJK
7551,2023,2,7,RODN
7552,2023,2,7,TADW
7553,2023,2,7,TATL
7554,2023,2,7,TBNA
7555,2023,2,7,TBOS
7556,2023,2,7,TBWI
7557,2023,2,7,TCLT
7558,2023,2,7,TCMH
7559,2023,2,7,TCVG
7560,2023,2,7,TDAL
7561,2023,2,7,TDAY
7562,2023,2,7,TDCA
7563,2023,2,7,TDEN
7564,2023,2,7,TDFW
7565,2023,2,7,TDTW
7566,2023,2,7,TFLL
7567,2023,2,7,THOU
7568,2023,2,7,TIAD
7569,2023,2,7,TIAH
7570,2023,2,7,TICH
7571,2023,2,7,TIDS
7572,2023,2,7,TJFK
7573,2023,2,7,TJUA
7574,2023,2,7,TLAS
7575,2023,2,7,TLVE
7576,2023,2,7,TMCI
7577,2023,2,7,TMCO
7578,2023,2,7,TMDW
7579,2023,2,7,TMEM
7580,2023,2,7,TMIA
7581,2023,2,7,TMKE
7582,2023,2,7,TMSP
7583,2023,2,7,TMSY
7584,2023,2,7,TOKC
7585,2023,2,7,TORD
7586,2023,2,7,TPBI
7587,2023,2,7,TPHL
7588,2023,2,7,TPHX
7589,2023,2,7,TPIT
7590,2023,2,7,TRDU
7591,2023,2,7,TSDF
7592,2023,2,7,TSJU
7593,2023,2,7,TSLC
7594,2023,2,7,TSTL
7595,2023,2,7,TTPA
7596,2023,2,7,TTUL
7597,2022,1,1,FOP1
7598,2022,1,1,KABR
7599,2022,1,1,KABX
7600,2022,1,1,KAKQ
7601,2022,1,1,KAMA
7602,2022,1,1,KAMX
7603,2022,1,1,KAPX
7604,2022,1,1,KARX
7605,2022,1,1,KATX
7606,2022,1,1,KBBX
7607,2022,1,1,KBGM
7608,2022,1,1,KBHX
7609,2022,1,1,KBIS
7610,2022,1,1,KBLX
7611,2022,1,1,KBMX
7612,2022,1,1,KBOX
7613,2022,1,1,KBRO
7614,2022,1,1,KBUF
7615,2022,1,1,KBYX
7616,2022,1,1,KCAE
7617,2022,1,1,KCBW
7618,2022,1,1,KCBX
7619,2022,1,1,KCCX
7620,2022,1,1,KCLE
7621,2022,1,1,KCLX
7622,2022,1,1,KCRP
7623,2022,1,1,KCXX
7624,2022,1,1,KCYS
7625,2022,1,1,KDAX
7626,2022,1,1,KDDC
7627,2022,1,1,KDFX
7628,2022,1,1,KDGX
7629,2022,1,1,KDIX
7630,2022,1,1,KDLH
7631,2022,1,1,KDMX
7632,2022,1,1,KDOX
7633,2022,1,1,KDTX
7634,2022,1,1,KDVN
7635,2022,1,1,KDYX
7636,2022,1,1,KEAX
7637,2022,1,1,KEMX
7638,2022,1,1,KENX
7639,2022,1,1,KEOX
7640,2022,1,1,KEPZ
7641,2022,1,1,KESX
7642,2022,1,1,KEVX
7643,2022,1,1,KEWX
7644,2022,1,1,KEYX
7645,2022,1,1,KFCX
7646,2022,1,1,KFDR
7647,2022,1,1,KFDX
7648,2022,1,1,KFFC
7649,2022,1,1,KFSD
7650,2022,1,1,KFSX
7651,2022,1,1,KFTG
7652,2022,1,1,KFWS
7653,2022,1,1,KGGW
7654,2022,1,1,KGJX
7655,2022,1,1,KGLD
7656,2022,1,1,KGRB
7657,2022,1,1,KGRK
7658,2022,1,1,KGRR
7659,2022,1,1,KGSP
7660,2022,1,1,KGWX
7661,2022,1,1,KGYX
7662,2022,1,1,KHDX
7663,2022,1,1,KHGX
7664,2022,1,1,KHNX
7665,2022,1,1,KHPX
7666,2022,1,1,KHTX
7667,2022,1,1,KICT
7668,2022,1,1,KICX
7669,2022,1,1,KILN
7670,2022,1,1,KILX
7671,2022,1,1,KIND
7672,2022,1,1,KINX
7673,2022,1,1,KIWA
7674,2022,1,1,KIWX
7675,2022,1,1,KJAX
7676,2022,1,1,KJGX
7677,2022,1,1,KJKL
7678,2022,1,1,KLBB
7679,2022,1,1,KLCH
7680,2022,1,1,KLGX
7681,2022,1,1,KLIX
7682,2022,1,1,KLNX
7683,2022,1,1,KLOT
7684,2022,1,1,KLRX
7685,2022,1,1,KLSX
7686,2022,1,1,KLTX
7687,2022,1,1,KLVX
7688,2022,1,1,KLWX
7689,2022,1,1,KLZK
7690,2022,1,1,KMAF
7691,2022,1,1,KMAX
7692,2022,1,1,KMBX
7693,2022,1,1,KMHX
7694,2022,1,1,KMKX
7695,2022,1,1,KMLB
7696,2022,1,1,KMOB
7697,2022,1,1,KMPX
7698,2022,1,1,KMQT
7699,2022,1,1,KMRX
7700,2022,1,1,KMSX
7701,2022,1,1,KMTX
7702,2022,1,1,KMUX
7703,2022,1,1,KMVX
7704,2022,1,1,KMXX
7705,2022,1,1,KNKX
7706,2022,1,1,KNQA
7707,2022,1,1,KOAX
7708,2022,1,1,KOHX
7709,2022,1,1,KOKX
7710,2022,1,1,KOTX
7711,2022,1,1,KPAH
7712,2022,1,1,KPBZ
7713,2022,1,1,KPDT
7714,2022,1,1,KPOE
7715,2022,1,1,KPUX
7716,2022,1,1,KRAX
7717,2022,1,1,KRGX
7718,2022,1,1,KRIW
7719,2022,1,1,KRLX
7720,2022,1,1,KRTX
7721,2022,1,1,KSFX
7722,2022,1,1,KSGF
7723,2022,1,1,KSHV
7724,2022,1,1,KSJT
7725,2022,1,1,KSOX
7726,2022,1,1,KSRX
7727,2022,1,1,KTBW
7728,2022,1,1,KTFX
7729,2022,1,1,KTLH
7730,2022,1,1,KTLX
7731,2022,1,1,KTWX
7732,2022,1,1,KTYX
7733,2022,1,1,KUDX
7734,2022,1,1,KUEX
7735,2022,1,1,KVAX
7736,2022,1,1,KVBX
7737,2022,1,1,KVNX
7738,2022,1,1,KVTX
7739,2022,1,1,KVWX
7740,2022,1,1,KYUX
7741,2022,1,1,PABC
7742,2022,1,1,PACG
7743,2022,1,1,PAEC
7744,2022,1,1,PAHG
7745,2022,1,1,PAIH
7746,2022,1,1,PAKC
7747,2022,1,1,PAPD
7748,2022,1,1,PHKI
7749,2022,1,1,PHKM
7750,2022,1,1,PHMO
7751,2022,1,1,PHWA
7752,2022,1,1,RKJK
7753,2022,1,1,RKSG
7754,2022,1,1,RODN
7755,2022,1,1,TADW
7756,2022,1,1,TBNA
7757,2022,1,1,TBOS
7758,2022,1,1,TBWI
7759,2022,1,1,TCLT
7760,2022,1,1,TCMH
7761,2022,1,1,TCVG
7762,2022,1,1,TDAL
7763,2022,1,1,TDAY
7764,2022,1,1,TDCA
7765,2022,1,1,TDEN
7766,2022,1,1,TDFW
7767,2022,1,1,TDTW
7768,2022,1,1,TEWR
7769,2022,1,1,TFLL
7770,2022,1,1,THOU
7771,2022,1,1,TIAD
7772,2022,1,1,TIAH
7773,2022,1,1,TICH
7774,2022,1,1,TIDS
7775,2022,1,1,TJFK
7776,2022,1,1,TJUA
7777,2022,1,1,TLAS
7778,2022,1,1,TLVE
7779,2022,1,1,TMCI
7780,2022,1,1,TMCO
7781,2022,1,1,TMDW
7782,2022,1,1,TMEM
7783,2022,1,1,TMIA
7784,2022,1,1,TMKE
7785,2022,1,1,TMSP
7786,2022,1,1,TMSY
7787,2022,1,1,TOKC
7788,2022,1,1,TORD
7789,2022,1,1,TPBI
7790,2022,1,1,TPHL
7791,2022,1,1,TPHX
7792,2022,1,1,TPIT
7793,2022,1,1,TRDU
7794,2022,1,1,TSDF
7795,2022,1,1,TSLC
7796,2022,1,1,TSTL
7797,2022,1,1,TTPA
7798,2022,1,1,TTUL
7799,2022,1,2,FOP1
7800,2022,1,2,KABR
7801,2022,1,2,KABX
7802,2022,1,2,KAKQ
7803,2022,1,2,KAMA
7804,2022,1,2,KAMX
7805,2022,1,2,KAPX
7806,2022,1,2,KARX
7807,2022,1,2,KATX
7808,2022,1,2,KBBX
7809,2022,1,2,KBGM
7810,2022,1,2,KBHX
7811,2022,1,2,KBIS
7812,2022,1,2,KBLX
7813,2022,1,2,KBMX
7814,2022,1,2,KBOX
7815,2022,1,2,KBRO
7816,2022,1,2,KBUF
7817,2022,1,2,KBYX
7818,2022,1,2,KCAE
7819,2022,1,2,KCBW
7820,2022,1,2,KCBX
7821,2022,1,2,KCCX
7822,2022,1,2,KCLE
7823,2022,1,2,KCLX
7824,2022,1,2,KCRP
7825,2022,1,2,KCXX
7826,2022,1,2,KCYS
7827,2022,1,2,KDAX
7828,2022,1,2,KDDC
7829,2022,1,2,KDFX
7830,2022,1,2,KDGX
7831,2022,1,2,KDIX
7832,2022,1,2,KDLH
7833,2022,1,2,KDMX
7834,2022,1,2,KDOX
7835,2022,1,2,KDTX
7836,2022,1,2,KDVN
7837,2022,1,2,KDYX
7838,2022,1,2,KEAX
7839,2022,1,2,KEMX
7840,2022,1,2,KENX
7841,2022,1,2,KEOX
7842,2022,1,2,KEPZ
7843,2022,1,2,KESX
7844,2022,1,2,KEVX
7845,2022,1,2,KEWX
7846,2022,1,2,KEYX
7847,2022,1,2,KFCX
7848,2022,1,2,KFDR
7849,2022,1,2,KFDX
7850,2022,1,2,KFFC
7851,2022,1,2,KFSD
7852,2022,1,2,KFSX
7853,2022,1,2,KFTG
7854,2022,1,2,KFWS
7855,2022,1,2,KGGW
7856,2022,1,2,KGJX
7857,2022,1,2,KGLD
7858,2022,1,2,KGRB
7859,2022,1,2,KGRK
7860,2022,1,2,KGRR
7861,2022,1,2,KGSP
7862,2022,1,2,KGWX
7863,2022,1,2,KGYX
7864,2022,1,2,KHDX
7865,2022,1,2,KHGX
7866,2022,1,2,KHNX
7867,2022,1,2,KHPX
7868,2022,1,2,KHTX
7869,2022,1,2,KICT
7870,2022,1,2,KICX
7871,2022,1,2,KILN
7872,2022,1,2,KILX
7873,2022,1,2,KIND
7874,2022,1,2,KINX
7875,2022,1,2,KIWA
7876,2022,1,2,KIWX
7877,2022,1,2,KJAX
7878,2022,1,2,KJGX
7879,2022,1,2,KJKL
7880,2022,1,2,KLBB
7881,2022,1,2,KLCH
7882,2022,1,2,KLGX
7883,2022,1,2,KLIX
7884,2022,1,2,KLNX
7885,2022,1,2,KLOT
7886,2022,1,2,KLRX
7887,2022,1,2,KLSX
7888,2022,1,2,KLTX
7889,2022,1,2,KLVX
7890,2022,1,2,KLWX
7891,2022,1,2,KLZK
7892,2022,1,2,KMAF
7893,2022,1,2,KMAX
7894,2022,1,2,KMBX
7895,2022,1,2,KMHX
7896,2022,1,2,KMKX
7897,2022,1,2,KMLB
7898,2022,1,2,KMOB
7899,2022,1,2,KMPX
7900,2022,1,2,KMQT
7901,2022,1,2,KMRX
7902,2022,1,2,KMSX
7903,2022,1,2,KMTX
7904,2022,1,2,KMUX
7905,2022,1,2,KMVX
7906,2022,1,2,KMXX
7907,2022,1,2,KNKX
7908,2022,1,2,KNQA
7909,2022,1,2,KOAX
7910,2022,1,2,KOHX
7911,2022,1,2,KOKX
7912,2022,1,2,KOTX
7913,2022,1,2,KPAH
7914,2022,1,2,KPBZ
7915,2022,1,2,KPDT
7916,2022,1,2,KPOE
7917,2022,1,2,KPUX
7918,2022,1,2,KRAX
7919,2022,1,2,KRGX
7920,2022,1,2,KRIW
7921,2022,1,2,KRLX
7922,2022,1,2,KRTX
7923,2022,1,2,KSFX
7924,2022,1,2,KSGF
7925,2022,1,2,KSHV
7926,2022,1,2,KSJT
7927,2022,1,2,KSOX
7928,2022,1,2,KSRX
7929,2022,1,2,KTBW
7930,2022,1,2,KTFX
7931,2022,1,2,KTLH
7932,2022,1,2,KTLX
7933,2022,1,2,KTWX
7934,2022,1,2,KTYX
7935,2022,1,2,KUDX
7936,2022,1,2,KUEX
7937,2022,1,2,KVAX
7938,2022,1,2,KVBX
7939,2022,1,2,KVNX
7940,2022,1,2,KVTX
7941,2022,1,2,KVWX
7942,2022,1,2,KYUX
7943,2022,1,2,PABC
7944,2022,1,2,PACG
7945,2022,1,2,PAEC
7946,2022,1,2,PAHG
7947,2022,1,2,PAIH
7948,2022,1,2,PAKC
7949,2022,1,2,PAPD
7950,2022,1,2,PHKI
7951,2022,1,2,PHKM
7952,2022,1,2,PHMO
7953,2022,1,2,PHWA
7954,2022,1,2,RKJK
7955,2022,1,2,RKSG
7956,2022,1,2,RODN
7957,2022,1,2,TADW
7958,2022,1,2,TBNA
7959,2022,1,2,TBOS
7960,2022,1,2,TBWI
7961,2022,1,2,TCLT
7962,2022,1,2,TCMH
7963,2022,1,2,TCVG
7964,2022,1,2,TDAL
7965,2022,1,2,TDAY
7966,2022,1,2,TDCA
7967,2022,1,2,TDEN
7968,2022,1,2,TDFW
7969,2022,1,2,TDTW
7970,2022,1,2,TEWR
7971,2022,1,2,TFLL
7972,2022,1,2,THOU
7973,2022,1,2,TIAD
7974,2022,1,2,TIAH
7975,2022,1,2,TICH
7976,2022,1,2,TIDS
7977,2022,1,2,TJFK
7978,2022,1,2,TJUA
7979,2022,1,2,TLAS
7980,2022,1,2,TLVE
7981,2022,1,2,TMCI
7982,2022,1,2,TMCO
7983,2022,1,2,TMDW
7984,2022,1,2,TMEM
7985,2022,1,2,TMIA
7986,2022,1,2,TMKE
7987,2022,1,2,TMSP
7988,2022,1,2,TMSY
7989,2022,1,2,TOKC
7990,2022,1,2,TORD
7991,2022,1,2,TPBI
7992,2022,1,2,TPHL
7993,2022,1,2,TPHX
7994,2022,1,2,TPIT
7995,2022,1,2,TRDU
7996,2022,1,2,TSDF
7997,2022,1,2,TSLC
7998,2022,1,2,TSTL
7999,2022,1,2,TTPA
8000,2022,1,2,TTUL
8001,2022,1,3,FOP1
8002,2022,1,3,KABR
8003,2022,1,3,KABX
8004,2022,1,3,KAKQ
8005,2022,1,3,KAMA
8006,2022,1,3,KAMX
8007,2022,1,3,KAPX
8008,2022,1,3,KARX
8009,2022,1,3,KATX
8010,2022,1,3,KBBX
8011,2022,1,3,KBGM
8012,2022,1,3,KBHX
8013,2022,1,3,KBIS
8014,2022,1,3,KBLX
8015,2022,1,3,KBMX
8016,2022,1,3,KBOX
8017,2022,1,3,KBRO
8018,2022,1,3,KBUF
8019,2022,1,3,KBYX
8020,2022,1,3,KCAE
8021,2022,1,3,KCBW
8022,2022,1,3,KCBX
8023,2022,1,3,KCCX
8024,2022,1,3,KCLE
8025,2022,1,3,KCLX
8026,2022,1,3,KCRP
8027,2022,1,3,KCXX
8028,2022,1,3,KCYS
8029,2022,1,3,KDAX
8030,2022,1,3,KDDC
8031,2022,1,3,KDFX
8032,2022,1,3,KDGX
8033,2022,1,3,KDIX
8034,2022,1,3,KDLH
8035,2022,1,3,KDMX
8036,2022,1,3,KDOX
8037,2022,1,3,KDTX
8038,2022,1,3,KDVN
8039,2022,1,3,KDYX
8040,2022,1,3,KEAX
8041,2022,1,3,KEMX
8042,2022,1,3,KENX
8043,2022,1,3,KEOX
8044,2022,1,3,KEPZ
8045,2022,1,3,KESX
8046,2022,1,3,KEVX
8047,2022,1,3,KEWX
8048,2022,1,3,KEYX
8049,2022,1,3,KFCX
8050,2022,1,3,KFDR
8051,2022,1,3,KFDX
8052,2022,1,3,KFFC
8053,2022,1,3,KFSD
8054,2022,1,3,KFSX
8055,2022,1,3,KFTG
8056,2022,1,3,KFWS
8057,2022,1,3,KGGW
8058,2022,1,3,KGJX
8059,2022,1,3,KGLD
8060,2022,1,3,KGRB
8061,2022,1,3,KGRK
8062,2022,1,3,KGRR
8063,2022,1,3,KGSP
8064,2022,1,3,KGWX
8065,2022,1,3,KGYX
8066,2022,1,3,KHDX
8067,2022,1,3,KHGX
8068,2022,1,3,KHNX
8069,2022,1,3,KHPX
8070,2022,1,3,KHTX
8071,2022,1,3,KICT
8072,2022,1,3,KICX
8073,2022,1,3,KILN
8074,2022,1,3,KILX
8075,2022,1,3,KIND
8076,2022,1,3,KINX
8077,2022,1,3,KIWA
8078,2022,1,3,KIWX
8079,2022,1,3,KJAX
8080,2022,1,3,KJGX
8081,2022,1,3,KJKL
8082,2022,1,3,KLBB
8083,2022,1,3,KLCH
8084,2022,1,3,KLGX
8085,2022,1,3,KLIX
8086,2022,1,3,KLNX
8087,2022,1,3,KLOT
8088,2022,1,3,KLRX
8089,2022,1,3,KLSX
8090,2022,1,3,KLTX
8091,2022,1,3,KLVX
8092,2022,1,3,KLWX
8093,2022,1,3,KLZK
8094,2022,1,3,KMAF
8095,2022,1,3,KMAX
8096,2022,1,3,KMBX
8097,2022,1,3,KMHX
8098,2022,1,3,KMKX
8099,2022,1,3,KMLB
8100,2022,1,3,KMOB
8101,2022,1,3,KMPX
8102,2022,1,3,KMQT
8103,2022,1,3,KMRX
8104,2022,1,3,KMSX
8105,2022,1,3,KMTX
8106,2022,1,3,KMUX
8107,2022,1,3,KMVX
